"","executive_order_number","title","publication_date","signing_date","citation","document_number","executive_order_notes","html_url","president","year"
"698",13379,"Amendment to Executive Order 13369, Relating to the President's Advisory Panel on Federal Tax Reform","06/20/2005","06/16/2005","70 FR 35505"," 05-12284","Amends: EO 13369, January 7, 2005;
; ;  See: EO 13386, September 30, 2005; EO 13446, September 28, 2007","https://www.federalregister.gov/articles/2005/06/20/05-12284/amendment-to-executive-order-13369-relating-to-the-presidents-advisory-panel-on-federal-tax-reform","Bush",2005
"699",13380,"Implementing Amendments to Agreement on Border","06/21/2005","06/17/2005","70 FR 35509"," 05-12354","Amends: EO 13369, May 13, 1994","https://www.federalregister.gov/articles/2005/06/21/05-12354/implementing-amendments-to-agreement-on-border","Bush",2005
"700",13381,"Strengthening Processes Relating to Determining Eligibility for Access to Classified National Security Information","06/30/2005","06/27/2005","70 FR 37953"," 05-13098","Amends: EO 12171, November 19, 1979;
; ;  See: EO 12958, April 17, 1995;
; ;  Amended by: EO 13403, May 12, 2006; EO 13408, June 29, 2006; EO 13436, June 28, 2007;
; ;  Revoked by: EO 13467, June 30, 2008","https://www.federalregister.gov/articles/2005/06/30/05-13098/strengthening-processes-relating-to-determining-eligibility-for-access-to-classified-national","Bush",2005
"701",13382,"Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters","07/01/2005","06/28/2005","70 FR 38567"," 05-13214","Amends: EO 12938, November 14, 1994;
; ;  See: EO 12735, November 16, 1990; EO 13094, July 28, 1998; Notice of October 25, 2005; Notice of October 27, 2006; Notice of November 8, 2007; Notice of November 10, 2008; Notice of November 6, 2009","https://www.federalregister.gov/articles/2005/07/01/05-13214/blocking-property-of-weapons-of-mass-destruction-proliferators-and-their-supporters","Bush",2005
"702",13383,"Amending Executive Orders 12139 and 12949 in Light of Establishment of the Office of Director of National Intelligence","07/20/2005","07/15/2005","70 FR 41933"," 05-14452","Amends: EO 12139, May 23, 1979; EO 12949, February 9, 1995","https://www.federalregister.gov/articles/2005/07/20/05-14452/amending-executive-orders-12139-and-12949-in-light-of-establishment-of-the-office-of-director-of","Bush",2005
"703",13384,"Assignment of Functions Relating to Original Appointments as Commissioned Officers and Chief Warrant Officer Appointments in the Armed Forces","07/29/2005","07/27/2005","70 FR 43739"," 05-15160","","https://www.federalregister.gov/articles/2005/07/29/05-15160/assignment-of-functions-relating-to-original-appointments-as-commissioned-officers-and-chief-warrant","Bush",2005
"704",13385,"Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders","10/04/2005","09/29/2005","70 FR 57989"," 05-19993","Amends: EO 12216, June 18, 1980; EO 12367, June 15, 1982; EO 13226, September 30, 2001; EO 13231, October 16, 2001;
; ;  Supersedes in part: EO 13316, September 17, 2003;
; ;  Revokes: EO 13283, January 21, 2003; EO 13326, January 27, 2004; EO 13328, February 6, 2004;
; ;  Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 12131, May 4, 1979; EO 12196, February 26, 1980; EO 12382, September 13, 1982; EO 12905, March 25, 1994; EO 12994, March 21, 1996; EO 13231, October 16, 2001; EO 13237, November 28, 2001; EO 13256, February 12, 2002; EO 13265, June 6, 2002; EO 13270, July 3, 2002;
; ;  Superseded in part by: EO 13446, September 28, 2007","https://www.federalregister.gov/articles/2005/10/04/05-19993/continuance-of-certain-federal-advisory-committees-and-amendments-to-and-revocation-of-other","Bush",2005
"705",13386,"Further Amendment to Executive Order 13369, Relating to the President's Advisory Panel on Federal Tax Reform","10/05/2005","09/30/2005","70 FR 58289"," 05-20156","Amends: EO 13369, January 7, 2005;
; ;  See: EO 13379, June 16, 2005; EO 13446, September 28, 2007","https://www.federalregister.gov/articles/2005/10/05/05-20156/further-amendment-to-executive-order-13369-relating-to-the-presidents-advisory-panel-on-federal-tax","Bush",2005
"706",13387,"2005 Amendments to the Manual for Courts-Martial, United States","10/18/2005","10/14/2005","70 FR 60697"," 05-20944","Amends: EO 12473, April 13, 1984;
; ;  See: EO 12958, April 17, 1995","https://www.federalregister.gov/articles/2005/10/18/05-20944/2005-amendments-to-the-manual-for-courts-martial-united-states","Bush",2005
"707",13388,"Further Strengthening the Sharing of Terrorism Information To Protect Americans","10/27/2005","10/25/2005","70 FR 62023"," 05-21571","Revokes: EO 13356, August 27, 2004;
; ;  Amends: EO 13311, July 29, 2003;
; ;  See: EO 12958, April 17, 1995","https://www.federalregister.gov/articles/2005/10/27/05-21571/further-strengthening-the-sharing-of-terrorism-information-to-protect-americans","Bush",2005
"708",13389,"Creation of the Gulf Coast Recovery and Rebuilding Council","11/04/2005","11/01/2005","70 FR 67325"," 05-22132","Amended by: EO 13403, May 12, 2006; EO 13463, April 18, 2008","https://www.federalregister.gov/articles/2005/11/04/05-22132/creation-of-the-gulf-coast-recovery-and-rebuilding-council","Bush",2005
"709",13390,"Establishment of a Coordinator of Federal Support for the Recovery and Rebuilding of the Gulf Coast Region","11/04/2005","11/01/2005","70 FR 67327"," 05-22133","Amended by: EO 13463, April 18, 2008; EO 13504, February 19, 2009; EO 13512, September 29, 2009","https://www.federalregister.gov/articles/2005/11/04/05-22133/establishment-of-a-coordinator-of-federal-support-for-the-recovery-and-rebuilding-of-the-gulf-coast","Bush",2005
"710",13391,"Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe","11/25/2005","11/22/2005","70 FR 71201"," 05-23412","Amends: EO 13288, March 6, 2003;
; ;  Supersedes in part: EO 13288, March 6, 2003;
; ;  See: Notice of February 27, 2006; Notice of February 28, 2007; Notice of March 4, 2008; EO 13469, July 25, 2008; Notice of March 3, 2009; Notice of March 1, 2010","https://www.federalregister.gov/articles/2005/11/25/05-23412/blocking-property-of-additional-persons-undermining-democratic-processes-or-institutions-in-zimbabwe","Bush",2005
"711",13392,"Improving Agency Disclosure of Information","12/19/2005","12/14/2005","70 FR 75373"," 05-24255","","https://www.federalregister.gov/articles/2005/12/19/05-24255/improving-agency-disclosure-of-information","Bush",2005
"712",13393,"Adjustments of Certain Rates of Pay","12/27/2005","12/22/2005","70 FR 76655"," 05-24596","Supersedes: EO 13368, December 30, 2004","https://www.federalregister.gov/articles/2005/12/27/05-24596/adjustments-of-certain-rates-of-pay","Bush",2005
"713",13394,"Providing an Order of Succession Within the Department of Defense","12/27/2005","12/22/2005","70 FR 76665"," 05-24597","Revoked by: EO 13533, March 1, 2010;
; ;  Revokes: EO 13000, April 24, 1996; Memorandum of June 2, 2005","https://www.federalregister.gov/articles/2005/12/27/05-24597/providing-an-order-of-succession-within-the-department-of-defense","Bush",2005
"714",13395,"Designating the Global Fund To Fight AIDS, Tuberculosis and Malaria as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities","01/19/2006","01/13/2006","71 FR 3203"," 06-554","","https://www.federalregister.gov/articles/2006/01/19/06-554/designating-the-global-fund-to-fight-aids-tuberculosis-and-malaria-as-a-public-international","Bush",2006
"715",13396,"Blocking Property of Certain Persons Contributing to the Conflict in C[ocirc]te d'Ivoire","02/10/2006","02/07/2006","71 FR 7389"," 06-1316","See: Notice of February 5, 2007; Notice of February 5, 2008; Notice of February 4, 2009; Notice of February 2, 2010","https://www.federalregister.gov/articles/2006/02/10/06-1316/blocking-property-of-certain-persons-contributing-to-the-conflict-in-cocircte-divoire","Bush",2006
"716",13397,"Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives","03/09/2006","03/07/2006","71 FR 12275"," 06-2362","","https://www.federalregister.gov/articles/2006/03/09/06-2362/responsibilities-of-the-department-of-homeland-security-with-respect-to-faith-based-and-community","Bush",2006
"717",13398,"National Mathematics Advisory Panel","04/21/2006","04/18/2006","71 FR 20519"," 06-3865","","https://www.federalregister.gov/articles/2006/04/21/06-3865/national-mathematics-advisory-panel","Bush",2006
"718",13399,"Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria","04/28/2006","04/25/2006","71 FR 25059"," 06-4085","See: EO 13338, May 11, 2004; EO 13460, February 13, 2008; Notice of May 8, 2006; Notice of May 8, 2007; Notice of May 7, 2008; Notice of May 7, 2009; Notice of May 3, 2010; EO 13572, April 29, 2011; EO 13573, May 18, 2011; EO 13582, August 17, 2011","https://www.federalregister.gov/articles/2006/04/28/06-4085/blocking-property-of-additional-persons-in-connection-with-the-national-emergency-with-respect-to","Bush",2006
"719",13400,"Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region","05/01/2006","04/26/2006","71 FR 25483"," 06-4121","See: EO 13067, November 3, 1997; Notice of November 1, 2006; Notice of November 1, 2007; Notice of October 30, 2008; Notice of October 27, 2009","https://www.federalregister.gov/articles/2006/05/01/06-4121/blocking-property-of-persons-in-connection-with-the-conflict-in-sudans-darfur-region","Bush",2006
"720",13401,"Responsibilities of Federal Departments and Agencies With Respect to Volunteer Community Service","05/01/2006","","71 FR 25737"," 06-4132","See: EO 12820, November 5, 1992","https://www.federalregister.gov/articles/2006/05/01/06-4132/responsibilities-of-federal-departments-and-agencies-with-respect-to-volunteer-community-service","Bush",NA
"721",13402,"Strengthening Federal Efforts To Protect Against Identity Theft","05/15/2006","05/10/2006","71 FR 27945"," 06-4552","Amended by: EO 13414, November 3, 2006","https://www.federalregister.gov/articles/2006/05/15/06-4552/strengthening-federal-efforts-to-protect-against-identity-theft","Bush",2006
"722",13403,"Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011","05/16/2006","05/12/2006","71 FR 28543"," 06-4652","Amends: EO 11030, June 19, 1962;
; ;  Amends: EO 13279, December 12, 2002;
; ;  Amends: EO 13339, May 13, 2004;
; ;  Amends: EO 13381, June 27, 2005;
; ;  Amends: EO 13389, November 1, 2005;
; ;  Revokes: EO 13011, July 16, 1996","https://www.federalregister.gov/articles/2006/05/16/06-4652/amendments-to-executive-orders-11030-13279-13339-13381-and-13389-and-revocation-of-executive-order","Bush",2006
"723",13404,"Task Force on New Americans","06/12/2006","06/07/2006","71 FR 33593"," 06-5351","","https://www.federalregister.gov/articles/2006/06/12/06-5351/task-force-on-new-americans","Bush",2006
"724",13405,"Blocking Property of Certain Persons Undermining Democratic Processes or Institutions in Belarus","06/20/2006","","71 FR 35485"," 06-5592","See: Notice of June 14, 2007; Notice of June 6, 2008; Notice of June 12, 2009; Notice of June 8, 2010","https://www.federalregister.gov/articles/2006/06/20/06-5592/blocking-property-of-certain-persons-undermining-democratic-processes-or-institutions-in-belarus","Bush",NA
"725",13406,"Protecting the Property Rights of the American People","06/28/2006","06/23/2006","71 FR 36973"," 06-5828","See: EO 12630, March 15, 1988","https://www.federalregister.gov/articles/2006/06/28/06-5828/protecting-the-property-rights-of-the-american-people","Bush",2006
"726",13407,"Public Alert and Warning System","06/28/2006","06/26/2006","71 FR 36975"," 06-5829","Amends: EO 12472, April 3, 1984","https://www.federalregister.gov/articles/2006/06/28/06-5829/public-alert-and-warning-system","Bush",2006
"727",13408,"Amending Executive Order 13381, As Amended, To Extend its Duration by One Year","07/03/2006","06/29/2006","71 FR 37807"," 06-5984","Amends: EO 13381, June 27, 2005","https://www.federalregister.gov/articles/2006/07/03/06-5984/amending-executive-order-13381-as-amended-to-extend-its-duration-by-one-year","Bush",2006
"728",13409,"Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen","07/07/2006","07/03/2006","71 FR 38511"," 06-6101","","https://www.federalregister.gov/articles/2006/07/07/06-6101/establishing-an-emergency-board-to-investigate-a-dispute-between-southeastern-pennsylvania","Bush",2006
"729",13410,"Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs","08/28/2006","08/22/2006","71 FR 51089"," 06-7220","","https://www.federalregister.gov/articles/2006/08/28/06-7220/promoting-quality-and-efficient-health-care-in-federal-government-administered-or-sponsored-health","Bush",2006
"730",13411,"Improving Assistance for Disaster Victims","09/06/2006","08/29/2006","71 FR 52729"," 06-7492","","https://www.federalregister.gov/articles/2006/09/06/06-7492/improving-assistance-for-disaster-victims","Bush",2006
"731",13412,"Blocking Property of and Prohibiting Transactions With the Government of Sudan","10/17/2006","10/13/2006","71 FR 61369"," 06-8769","See: EO 13067, November 3, 1997; Notice of November 1, 2006; Notice of November 1, 2007; Notice of October 30, 2008; Notice of October 27, 2009","https://www.federalregister.gov/articles/2006/10/17/06-8769/blocking-property-of-and-prohibiting-transactions-with-the-government-of-sudan","Bush",2006
"732",13413,"Blocking Property of Certain Persons Contributing to the Conflict in the Democratic Republic of the Congo","10/31/2006","10/27/2006","71 FR 64105"," 06-9020","See: Notice of October 24, 2007; Notice of October 22, 2008; Notice of October 20, 2009
; Amended by: EO 13671, July 8, 2014","https://www.federalregister.gov/articles/2006/10/31/06-9020/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-democratic-republic-of-the","Bush",2006
"733",13414,"Amendment to Executive Order 13402, Strengthening Federal Efforts To Protect Against Identity Theft","11/08/2006","11/03/2006","71 FR 65365"," 06-9148","Amends: EO 13402, May 10, 2006","https://www.federalregister.gov/articles/2006/11/08/06-9148/amendment-to-executive-order-13402-strengthening-federal-efforts-to-protect-against-identity-theft","Bush",2006
